"","anncov","hrcov","hiv.incid.low","hiv.incid","hiv.incid.high","hiv.hr.low","hiv.hr","hiv.hr.high","hiv.pia.low","hiv.pia","hiv.pia.high","hiv.nnt.low","hiv.nnt","hiv.nnt.high","gc.incid.low","gc.incid","gc.incid.high","gc.hr.low","gc.hr","gc.hr.high","gc.pia.low","gc.pia","gc.pia.high","gc.nnt.low","gc.nnt","gc.nnt.high","ct.incid.low","ct.incid","ct.incid.high","ct.hr.low","ct.hr","ct.hr.high","ct.pia.low","ct.pia","ct.pia.high","ct.nnt.low","ct.nnt","ct.nnt.high","syph.incid.low","syph.incid","syph.incid.high","syph.hr.low","syph.hr","syph.hr.high","syph.pia.low","syph.pia","syph.pia.high","syph.nnt.low","syph.nnt","syph.nnt.high"
"11",1,0.4,3.11852384864288,3.2907938964068,3.44723645643442,0.000836534198496402,0.000884607795512893,0.000924006446896335,0.0541931855118115,0.0880610458719081,0.109052574626724,1815.48640137563,2323.54583739837,3514.45652173913,0,0,0.0729519215069879,0,0,0.0183507132259707,0.654958286738884,0.747062327713242,0.802016478040374,30.3417218448698,32.4957211291692,34.6230104016244,0,0,0.0287086788802294,0,0,0.00424148391317366,0.78588772634253,0.808195427846034,0.827344998375261,19.1982961649185,19.5936060488295,19.9535436953782,12.5166043939286,13.481447361473,14.4211674836924,0.766051296375254,0.834165369372282,0.913706706670934,0.0355755368519372,0.0761242135012823,0.116360148893515,76.6866554054054,100.475187703571,163.461939975471
"12",0.4,0,3.32160458416161,3.48752559367317,3.65322177759387,0.000883461821208707,0.000938688128224969,0.000989986718728619,0.0102541331463927,0.0425710187145607,0.0777537852486609,560.810361781798,888.063958810069,1746.40008223684,0.61869707388625,1.17721700068592,1.92600159285622,0.153209675748473,0.308856430479004,0.529578238077712,0.204359107548882,0.375718787093142,0.533126231514459,13.4569665564594,16.9289534278495,24.4872864737051,1.54867082466629,1.97168158495009,2.4074556089263,0.228142056677313,0.30041579992249,0.383495468929928,0.377270312998737,0.447670781539674,0.508352609125667,9.40257764821771,10.5292787926623,11.9942930708515,13.9118505877181,14.8202384168452,15.830684755014,0.845803783352312,0.910539540807944,1.02159357394058,-0.0123931116231497,0.0321424311887356,0.0738269832087758,20.4997742094351,39.5912955597305,75.0406664845671
"13",0.4,0.1,3.28240137850712,3.47735347549902,3.66861889562027,0.000888678835016454,0.000929623971268837,0.000990761178272953,0.0184358241615702,0.0490706434709606,0.0752983608756126,849.454067281271,1271.82756480467,2377.79213483146,0.482402536854888,0.973402255060126,1.48133200977664,0.112474935302802,0.242962595955467,0.448988425172568,0.266268322654113,0.438523423729883,0.583686794711652,16.413550085299,20.1179704233708,27.5755089064235,1.23657796068955,1.58447790695819,1.9624474272487,0.183620984032135,0.237568128963632,0.31290049081623,0.430704224959773,0.493453655845892,0.552453961642468,10.7841972345281,11.9996694471287,13.2590880515541,13.8958769325658,14.9714843089336,15.6821606577722,0.841026794913141,0.91685573603826,1.01128185932642,-0.00134619747421838,0.0323623958785081,0.0808485365559639,27.7910477002226,48.4680377305896,99.5230609756098
"14",0.4,0.2,3.24325684096403,3.41788189580065,3.63178441652953,0.000867152541162602,0.000924369384177536,0.000973908750046863,0.0279662712974049,0.0564110073402062,0.0859891044633923,988.977774922919,1618.32515337423,2645.98242574257,0.347144027997217,0.786501600588449,1.32801939731385,0.0832787013019804,0.206236034090818,0.370165668297938,0.361992815751742,0.495789674200732,0.62158762263266,19.047552652817,22.5982416332827,28.6917094931279,0.990098281972093,1.22894361825476,1.56421060666299,0.142830047924492,0.185394075695788,0.251066873807755,0.503597816800351,0.554308498076402,0.605040654044462,12.3850075296743,13.1512047766362,14.4666895072943,13.6322680773757,14.642886178211,15.5868882329005,0.825537460764935,0.90048719436987,0.970750210407938,-0.000622140921962443,0.0503304921460534,0.0832254817526651,43.6566613775916,66.1465962840864,126.864355619548
"15",0.4,0.3,3.24080166686528,3.42698931268755,3.59209524528391,0.000866183771982243,0.000921862092853356,0.000973722445603322,0.0311462260512949,0.0596271708834477,0.0889745694335164,1199.10285396093,1699.77778964799,3147.52984970127,0.168547639143523,0.476981776565367,0.949566766983438,0.0378638185203896,0.131666339115375,0.246448666771085,0.449298517340212,0.561073520176471,0.664020375158665,21.5485674654222,24.2683821650929,28.2540481631793,0.492525856791321,0.693451438363039,0.94203187071628,0.0718831017632172,0.111668201394628,0.149312680544965,0.595158006968818,0.63198667817391,0.673522695204888,13.6969325859157,14.4817178683603,15.2112034562967,13.6509461766599,14.4927982001959,15.334560626027,0.826736517906842,0.890127522242767,0.978950534278451,0.00331104447436262,0.0482210923714302,0.0895056923212972,53.5529320617632,80.4562130204302,137.746504438017
"16",0.4,0.4,3.18855205037109,3.37576137888634,3.57889521935663,0.000859177912760285,0.000908407633492182,0.000958198165265157,0.0384180284807517,0.0659144991241188,0.0983417386229745,1388.69378860885,2118.97518427518,2936.84601558641,0.0395486207776264,0.330486914416317,0.73790562410438,0.0132181250084558,0.0805684391045992,0.199704309292096,0.499681428679731,0.599521088732706,0.698670041028667,24.6065298184752,27.4884151762234,31.8932912416215,0.261045855113296,0.418489172502395,0.605501616566042,0.0391366568745959,0.0666795448295991,0.0952679697852567,0.642619519379837,0.680460911396266,0.719795172389888,15.5234784395386,16.0732546593078,16.7692309315592,13.3925686740486,14.206972443854,15.0491583477139,0.814503497793791,0.886656800651612,0.960056171679911,0.00781128003260177,0.0549893743192936,0.0968204681499469,62.6170263817172,92.9261597792359,150.007795165935
"17",0.4,0.5,3.17682643969253,3.37959737302611,3.53587201609778,0.000851432307347955,0.000906359547054599,0.000955211469750429,0.047375608034536,0.0744583667464272,0.100170850429318,1648.09982332155,2217.91928916494,3500.07125768968,0.0123754213129117,0.18812339368048,0.455813755732814,0.00275872230347496,0.0461591439705327,0.145253491540049,0.557351041820322,0.668547851330479,0.740502980582309,26.9724874174537,29.4110495144458,32.6827067846414,0.10622064814742,0.223955401181832,0.358519951428364,0.0152995294010797,0.0335410284246117,0.0566690600961623,0.705049579501457,0.732985498684084,0.758334504280764,17.0007699715897,17.5812622895869,18.2035971883216,13.0228316478368,13.9046718901982,14.7881152170029,0.79341102438172,0.869307119330703,0.939043680926055,0.0219741975660795,0.0618810216694549,0.0981370330225475,67.2524235869318,102.03890417264,143.457797884964
"18",0.4,0.6,3.14899512309629,3.32728411439093,3.50848725939548,0.000840588400465676,0.00089686392234282,0.000946482480929398,0.0460634687836364,0.0754138810586147,0.103697550906994,1816.17747440273,2532.98883999097,3742.6474025974,0,0.045358892804794,0.259395254350408,0,0.0110713847365009,0.0651899131855986,0.615506184537843,0.703405496326549,0.765094126244042,29.6697550461829,31.8394547952802,34.6336265927276,0.0304763547241994,0.103866763460503,0.237471108105421,0.00489865332898208,0.0168035889852634,0.0377506135125702,0.736334854736707,0.763840403819643,0.789650475266761,18.8770364679963,19.307647342568,19.8241636840971,12.8951133644687,13.7070343486879,14.5696939474494,0.771463756487308,0.848779218805233,0.93387044229856,0.0262671458736129,0.0700923693701778,0.104216710292025,76.6633384602255,108.772465457982,192.272817146473
"19",0.4,0.7,3.12408615258667,3.3481708833275,3.52038809532018,0.000839708386862742,0.00088990524135718,0.000952499231399077,0.0550102872948938,0.0850449016946457,0.110264229109403,1998.85714285714,2515.52668067227,3660.95731707317,0,0.00905545392057423,0.169187142727114,0,0.00244842602066812,0.0419536841227073,0.636176726198773,0.721800075814255,0.781977228389596,32.8974550295437,35.429891327556,38.1536013203553,0,0.0272716169859542,0.104655561146962,0,0.00372745633323805,0.0162638648716544,0.772255821751652,0.792099049395613,0.814135618206882,20.5886059002458,20.9734921197489,21.4340975385985,12.5637800632161,13.5024956938204,14.3236845896668,0.754925630043962,0.840767579198265,0.92383850840375,0.0318186620808522,0.0735272508228046,0.116796040350857,81.2864296156124,111.698229272435,181.880663518091
"20",0.4,0.8,3.15800148716898,3.27421477280655,3.44028430723037,0.000842361376981281,0.00088171269701989,0.000933563890165318,0.0583255787249636,0.0849504610935117,0.113803406360055,2103.58045624489,2869.08672266431,4185.5141509434,0,0,0.0136696251042463,0,0,0.00495347722608629,0.700119974274937,0.766111070138602,0.817659156237066,35.1558811895713,36.7704934656342,38.739157254026,0,0.0045394760858539,0.0457568315760203,0,0.00069557663542994,0.00771504841481202,0.79567947736646,0.816405068360909,0.835004166620525,22.3681747070864,22.7045137501775,23.1866385407587,12.6772906111215,13.3225913288946,14.1422217028721,0.759927792963575,0.828468650812277,0.915118326933102,0.0404161403578323,0.078727953174688,0.129251190699706,86.2013211382114,117.560624362262,176.928385258819
"21",0.4,0.9,3.09930714068497,3.30502391206365,3.46568886618791,0.000830805613900583,0.000883776985008154,0.000939806323957553,0.05691925338919,0.0901556524862659,0.117384393663271,2284.73553029024,2947.89149750206,4295.44016757866,0,0,0,0,0,0,0.725465502547382,0.77884705718847,0.828239422955212,38.3161111558976,40.006167037269,41.8369482813249,0,0,0,0,0,0,0.818361597517647,0.836062282795591,0.852040327968895,24.1667031322679,24.5246311940691,24.9399706338029,12.2631316280297,13.1566179363183,14.0472287498499,0.739095105204509,0.812965848301373,0.901146740783164,0.0455086508067005,0.0903167425858833,0.129252894973051,95.0667146417975,124.066939857326,190.552497285559
"22",0.4,1,3.14406555306678,3.34520857981571,3.5213245100903,0.000846670917607568,0.000897193893958964,0.000946059061123762,0.0622910286584573,0.0889908199383005,0.113442156528697,2459.15425531915,3239.79518072289,4591.92199675325,0,0,0,0,0,0,0.733995097773885,0.793853725634162,0.832123957101703,41.1229351375151,42.6373627926249,45.3982451264174,0,0,0,0,0,0,0.835978756344597,0.85350779688016,0.868563590127365,25.686397559599,26.0438694928579,26.3974386897474,12.1913098485685,13.1391452996035,13.9923185019096,0.742463176509242,0.815198896876342,0.901121057019538,0.0525152752278304,0.0926343010812996,0.127995785727693,107.230286710632,133.637429319923,190.312840429327
